timestamp,browser,session,measure,duration_ms
"2026-08-04T12:30:30.524Z","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Safari/605.1.15","a2bc8754-d328-46a1-8bf5-6de1977983aa","ev:apple-pay:mount",354.0
"2026-08-04T12:30:32.663Z","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Safari/605.1.15","a2bc8754-d328-46a1-8bf5-6de1977983aa","ev:apple-pay:tap-to-sheet",165.0
"2026-08-04T12:30:43.475Z","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Safari/605.1.15","a2bc8754-d328-46a1-8bf5-6de1977983aa","ev:apple-pay:tap-to-sheet",94.0
"2026-08-04T12:30:46.281Z","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Safari/605.1.15","a2bc8754-d328-46a1-8bf5-6de1977983aa","ev:apple-pay:tap-to-sheet",53.0
"2026-08-04T12:30:49.105Z","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Safari/605.1.15","a2bc8754-d328-46a1-8bf5-6de1977983aa","ev:apple-pay:tap-to-sheet",98.0
"2026-08-04T12:31:09.280Z","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36","a1accb60-dcb2-4d5f-ae6e-da4def59a23e","ev:apple-pay:mount",211.0
"2026-08-04T12:31:10.321Z","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36","a1accb60-dcb2-4d5f-ae6e-da4def59a23e","ev:apple-pay:tap-to-sheet",152.5
"2026-08-04T12:31:34.258Z","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36","a1accb60-dcb2-4d5f-ae6e-da4def59a23e","ev:apple-pay:authorize-to-done",75.6
"2026-08-04T12:31:39.655Z","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36","aee43e59-abd2-4f82-ade9-13f7d05c622d","ev:apple-pay:mount",151.4
"2026-08-04T12:31:40.902Z","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36","aee43e59-abd2-4f82-ade9-13f7d05c622d","ev:apple-pay:tap-to-sheet",96.8
"2026-08-04T12:31:53.680Z","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36","e6811f5e-afd2-41b9-8e1b-d8ca919e9c32","ev:apple-pay:mount",182.3
"2026-08-04T12:31:54.871Z","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36","e6811f5e-afd2-41b9-8e1b-d8ca919e9c32","ev:apple-pay:tap-to-sheet",116.0
"2026-08-04T12:32:07.820Z","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36","e6811f5e-afd2-41b9-8e1b-d8ca919e9c32","ev:apple-pay:tap-to-sheet",95.8
"2026-08-04T12:32:22.131Z","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36","e6811f5e-afd2-41b9-8e1b-d8ca919e9c32","ev:apple-pay:tap-to-sheet",101.1
"2026-08-04T12:32:37.795Z","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36","6463a32a-02dc-4f36-8e83-386f997186eb","ev:apple-pay:mount",154.9
"2026-08-04T12:32:39.043Z","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36","6463a32a-02dc-4f36-8e83-386f997186eb","ev:apple-pay:tap-to-sheet",95.0
"2026-08-04T12:37:34.436Z","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Safari/605.1.15","b5e1cba0-83da-42b4-b80c-75cf2447949c","ev:apple-pay:mount",346.0
"2026-08-04T12:37:35.629Z","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Safari/605.1.15","b5e1cba0-83da-42b4-b80c-75cf2447949c","ev:apple-pay:tap-to-sheet",160.0
"2026-08-04T12:41:38.418Z","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36","2c196b2f-d69d-4bc3-a928-554241116caf","ev:apple-pay:mount",145.3
"2026-08-04T12:41:39.431Z","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36","2c196b2f-d69d-4bc3-a928-554241116caf","ev:apple-pay:tap-to-sheet",94.2
"2026-08-04T12:44:14.593Z","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Safari/605.1.15","b5e1cba0-83da-42b4-b80c-75cf2447949c","ev:apple-pay:tap-to-sheet",176.0
"2026-08-04T12:44:26.190Z","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Safari/605.1.15","b5e1cba0-83da-42b4-b80c-75cf2447949c","ev:apple-pay:tap-to-sheet",98.0
"2026-08-04T12:44:33.638Z","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Safari/605.1.15","b5e1cba0-83da-42b4-b80c-75cf2447949c","ev:apple-pay:tap-to-sheet",111.0
"2026-08-04T12:44:59.365Z","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Safari/605.1.15","ae02f479-d5a4-4ed9-964f-402e9005da3c","ev:apple-pay:mount",346.0
"2026-08-04T12:45:05.946Z","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Safari/605.1.15","ae02f479-d5a4-4ed9-964f-402e9005da3c","ev:apple-pay:tap-to-sheet",115.0
"2026-08-04T12:45:12.982Z","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Safari/605.1.15","2dd00159-bc29-4e85-9b05-62b29475746c","ev:apple-pay:mount",328.0
"2026-08-04T12:45:16.561Z","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Safari/605.1.15","2dd00159-bc29-4e85-9b05-62b29475746c","ev:apple-pay:tap-to-sheet",97.0
"2026-08-04T12:45:57.193Z","Mozilla/5.0 (iPhone; CPU iPhone OS 26_5_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/150.0.7871.113 Mobile/15E148 Safari/604.1","f372aee3-e6e9-4d1e-9558-2bfa2241ffdb","ev:apple-pay:mount",508.0
"2026-08-04T12:45:59.543Z","Mozilla/5.0 (iPhone; CPU iPhone OS 26_5_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/150.0.7871.113 Mobile/15E148 Safari/604.1","f372aee3-e6e9-4d1e-9558-2bfa2241ffdb","ev:apple-pay:tap-to-sheet",188.0
