"2026-08-05T14:52:18.582Z","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Safari/605.1.15","988e48a9-0146-4881-b1c9-846b08c7fa9e","ev:google-pay:mount",105.0
"2026-08-05T14:52:21.989Z","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Safari/605.1.15","c2d45fc2-fcb6-45f9-b6af-ab4d2a8c6eb6","ev:google-pay:get-app-sdk-config",25.0
"2026-08-05T14:52:22.016Z","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Safari/605.1.15","c2d45fc2-fcb6-45f9-b6af-ab4d2a8c6eb6","ev:google-pay:get-merchant",28.0
"2026-08-05T14:52:22.016Z","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Safari/605.1.15","c2d45fc2-fcb6-45f9-b6af-ab4d2a8c6eb6","ev:google-pay:mount",55.0
"2026-08-05T14:52:28.741Z","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Safari/605.1.15","63eee211-0cd2-4d65-83e3-d484afd8338a","ev:google-pay:get-app-sdk-config",130.0
"2026-08-05T14:52:28.796Z","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Safari/605.1.15","63eee211-0cd2-4d65-83e3-d484afd8338a","ev:google-pay:get-merchant",52.0
"2026-08-05T14:52:28.799Z","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Safari/605.1.15","63eee211-0cd2-4d65-83e3-d484afd8338a","ev:google-pay:mount",1252.0
"2026-08-05T14:52:35.786Z","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Safari/605.1.15","736643f0-a309-4401-8106-bad55de850b7","ev:google-pay:get-app-sdk-config",81.0
"2026-08-05T14:52:35.834Z","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Safari/605.1.15","736643f0-a309-4401-8106-bad55de850b7","ev:google-pay:get-merchant",46.0
"2026-08-05T14:52:35.837Z","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Safari/605.1.15","736643f0-a309-4401-8106-bad55de850b7","ev:google-pay:mount",1125.0
"2026-08-05T14:52:57.203Z","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Safari/605.1.15","8bb755a6-03ef-428a-9bff-00759fd5251d","ev:google-pay:get-app-sdk-config",76.0
"2026-08-05T14:52:57.251Z","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Safari/605.1.15","8bb755a6-03ef-428a-9bff-00759fd5251d","ev:google-pay:get-merchant",46.0
"2026-08-05T14:52:57.254Z","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Safari/605.1.15","8bb755a6-03ef-428a-9bff-00759fd5251d","ev:google-pay:mount",1102.0
"2026-08-05T14:53:01.433Z","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Safari/605.1.15","0441f438-2c15-4eb4-947b-97e38fcbb309","ev:google-pay:get-app-sdk-config",47.0
"2026-08-05T14:53:01.484Z","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Safari/605.1.15","0441f438-2c15-4eb4-947b-97e38fcbb309","ev:google-pay:get-merchant",50.0
"2026-08-05T14:53:01.484Z","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Safari/605.1.15","0441f438-2c15-4eb4-947b-97e38fcbb309","ev:google-pay:mount",99.0
"2026-08-05T14:53:57.102Z","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36","00c56f56-b9f9-435d-af1c-4f51b0a81c0a","ev:google-pay:get-app-sdk-config",84.1
"2026-08-05T14:53:57.145Z","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36","00c56f56-b9f9-435d-af1c-4f51b0a81c0a","ev:google-pay:get-merchant",42.4
"2026-08-05T14:53:57.146Z","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36","00c56f56-b9f9-435d-af1c-4f51b0a81c0a","ev:google-pay:mount",243.6
"2026-08-05T14:53:59.308Z","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36","dada0e36-fdb2-45fc-9003-61c2c1133748","ev:google-pay:get-app-sdk-config",24.1
"2026-08-05T14:53:59.329Z","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36","dada0e36-fdb2-45fc-9003-61c2c1133748","ev:google-pay:get-merchant",21.3
"2026-08-05T14:53:59.330Z","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36","dada0e36-fdb2-45fc-9003-61c2c1133748","ev:google-pay:mount",47.7
"2026-08-05T14:54:07.365Z","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36","19b97d08-9521-4d36-9974-d8323fdbe9d9","ev:google-pay:get-app-sdk-config",75.1
"2026-08-05T14:54:07.409Z","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36","19b97d08-9521-4d36-9974-d8323fdbe9d9","ev:google-pay:get-merchant",44.1
"2026-08-05T14:54:07.411Z","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36","19b97d08-9521-4d36-9974-d8323fdbe9d9","ev:google-pay:mount",219.2
